id,user_id,total
f6902813-90ae-4fec-b86a-29c7498c0f3e,1a78b1ba-288e-4a44-a2c5-1957efefcfdb,282436077
b4ef9c01-9fea-4245-a490-d96d87f76a93,90445c9a-edbe-483f-b5cb-08215762102f,122724905
2a47918a-0248-4e89-9f20-5b78280f3963,37cce06e-1e41-4657-b208-4a7119da33f7,835230432
8e2acf65-c193-4abf-9a88-61f3eeb16bf6,b0813a0a-391c-4238-adea-9fbede223c9c,317773959
b8459aa3-cd48-4e1e-a5f8-cfb41a0d4092,b6445579-505d-40ff-90e0-9332ff78ccd8,1067587848
5d7bbf86-7dea-4474-ad58-1379f654abda,24b5c88d-0d57-4d98-97e4-eda47ec6c4ce,1623145421
1265b146-81df-4964-99fc-9b7a3c26cb94,b519f3b2-d6ef-4bb9-b1a3-aba03159b4fa,565365128
40649048-8c1e-4a36-ad55-8667c1bd09fb,82f118b6-9f76-482c-8cb1-81a9ec2e5ac3,835230432
d0727b75-f803-4499-9746-de5763caaf12,6adf3027-1c7d-4894-ae64-86297ebe950a,1031786819
8484cf8b-3dbe-479d-9c3b-1b2da099f00f,bc51b144-2fe5-4322-aa81-65bea7e2dc73,1623145421
a7344b9e-a1f9-420a-a770-e881a2f2b978,b3dd5a29-e2b6-46ff-86c7-2643d8bd63d9,1346566670
c0f96bc6-5622-4adf-a6a5-70c5b5b74698,2c1514de-1398-4d26-a9b4-fb76a2d210e5,282436077
69fba340-0d61-4b7a-8066-07109f3faf17,2ce5a7e5-da2c-439b-a726-1dd634eb8d63,1647360728
bda1df09-4389-43a9-841c-d5d6530855bc,78550d88-bc43-42dc-9eda-aa629defa14a,835230432
7293c14a-5f48-48b3-b0b9-5a9d7c174b8f,246f10bc-c30f-4232-829d-6fe5d8569b5d,1623145421
5c7888d8-c95a-401e-ac7c-ef6551d24ee9,b0813a0a-391c-4238-adea-9fbede223c9c,2061167828
586416f8-3196-4c13-8cf6-21c3bd060265,86d826ec-ab01-401c-8c82-79234155171a,970241253
b259c6e4-887e-4937-937d-318a9774af74,73ab22e6-1ec1-4362-b36e-e55c8b2ec303,1954051060
cef5cd65-9ada-4481-b00f-dbe5324a0ba2,246f10bc-c30f-4232-829d-6fe5d8569b5d,1623145421
f8d6cad7-bc7d-42d2-8f88-306459badb28,ce9b00e2-15e6-49bc-9286-248f59cd5621,122724905
b182d43f-150b-4061-9e3b-bbc945115b63,b6445579-505d-40ff-90e0-9332ff78ccd8,970241253
b75cf4c9-8d0c-4039-b211-704d536722ef,78550d88-bc43-42dc-9eda-aa629defa14a,1647360728
3dfdd472-46d4-4138-850d-2a592c257dfb,2c3a723e-9ac6-4464-ad63-bb9f80dc7211,282436077
3ec79bdc-24f1-4282-94b9-5e3ac8c858ef,17db6416-3447-4764-a4dc-8c25f8f3d61c,1079724576
c1bdd956-321a-49e0-864f-8826fe2f19bf,aca90e79-62d7-4da4-9252-6fe2cd30c25b,1310243619
b0706c22-0f1b-41c4-92c0-38eeb2f6345d,474fae2c-3eb5-4c01-81d2-cff18d403122,387300253
94bf7d24-8ea7-4fac-9785-89e1fdb147d5,ce9b00e2-15e6-49bc-9286-248f59cd5621,513096314
29806943-ed87-4ce1-a692-2cec0f761cd4,93d1dc54-2c16-4593-939b-17d2351f6017,1623145421
01270eb7-0be4-46fa-84ed-9099d2eace3b,f91f113b-2146-4f03-904d-df06f144d885,835230432
731fc8fd-7fa4-46d7-ab3c-1b50126347d9,86d826ec-ab01-401c-8c82-79234155171a,2061167828
0a8691a4-d0ed-4f7a-95da-9bc85549a72f,08c8256a-b38a-4d9a-9c0f-208227dd58a5,565365128
2e2d5eb3-581e-4f9f-a942-95b008036f8f,068a9dc9-2d2d-4635-b4b8-96dda5aac336,536890326
