id,order_id,item_id,quantity
0b7683ae-9a04-42eb-bbc8-3542d023d511,4c52386b-9bea-4dfa-a37e-874d59d2844a,c7f5b220-0ede-4ebc-985a-abf75f521049,1489146800
6c7165bf-f32f-4010-b1b2-cbcca06da78e,68218c8e-1e96-4c9b-b18d-ab52fcbbb9ca,70ea1824-64bf-43aa-8f28-f85ba8967fe5,1594147868
725db1ec-0440-4e78-98c8-3dc0c664c520,e41225ab-b4f2-4cb7-b0e9-f207c9eb8fc2,3bcfb611-8e7a-4a5a-9009-f0a85d5eca98,1187491138
45cc9a87-e77c-44b2-9626-cec6950142b2,83c9bea1-01a1-40a1-bb59-2b13a1d89397,761a702b-6fb1-4fc3-ab47-f763c5a11fd0,2044284510
78cbae32-cf96-41e8-9887-46b6894130be,ace640e5-579a-4444-babc-7825c368e011,b543256f-474c-4d9e-82f3-dd7c4151cd8e,1516364060
0c95d0ef-9a3a-4c76-bc85-4ff400446bb0,c0b7b4da-2fbb-4542-9e9f-f3f81280d389,c0a446bd-1c9e-41c6-bdb3-5104c24773d0,126561601
4dcbb96d-a016-4a04-b598-d08956a035ae,d3c4b455-7114-4976-86b0-322c3af1b6f8,e4c8388b-f59f-4e5e-bf70-d3dd462b6bcb,1368924605
550e491b-dafc-485b-86e9-1dded3c39a7f,cd07a895-ce42-4941-9f6b-6c2f5e6e876b,8f940488-d35a-48c6-9615-5eb32075bc33,1652799535
1cbf7097-dca8-48b9-b413-ea3eaccf4950,ab20ba1d-8e2b-4f8d-94ce-58d26b2a9a50,c13a8599-2473-4b5d-b646-6adbb87a136b,1520739723
1919648d-daa5-433f-aadb-e4171a078245,c4a8cee5-e380-45ad-aee5-6efd022a1369,73252031-3696-484e-af03-e5f806d30c7c,1393048111
